2017-09-27 18:25:48,Data Source Activity,10.75.102.10,SEF Test from ESM last reported in on 09/05/2017 17:12:14.000,,
2017-09-27 18:25:48,Data Source Activity,10.75.102.10,AS400 Test last reported in on 08/30/2017 06:15:56.000,,
2017-09-27 18:25:48,Data Source Activity,10.75.102.10,Linux - 10.75.126.28 last reported in on 08/29/2017 04:07:58.000,,
2017-09-27 18:25:48,Data Source Activity,10.75.102.10,JBoss Test last reported in on 08/22/2017 03:53:57.000,,
2017-09-27 18:25:48,Data Source Activity,10.75.102.10,ADM.14 last reported in on 08/09/2017 03:34:33.000,,
2017-09-27 18:25:48,Data Source Activity,10.75.102.10,WMI_Test - 10.75.76.24 last reported in on 06/23/2017 18:58:24.000,,
2017-09-27 18:25:48,Data Source Activity,10.75.102.10, Local ESM has not reported in,,
2017-09-27 18:25:48,Data Source Activity,10.75.102.10, Default Policy has not reported in,,
2017-09-27 18:25:48,Data Source Activity,10.75.102.10, Syslog Dummy has not reported in,,
2017-09-27 18:25:48,Data Source Activity,10.75.102.10, ELM.13 has not reported in,,
2017-09-27 18:25:48,Data Source Activity,10.75.102.10, Syslog Dummy has not reported in,,
2017-09-27 18:25:48,Data Source Activity,10.75.102.10, Dummy_MSSQL has not reported in,,
2017-09-27 18:25:48,Data Source Activity,10.75.102.10, Dummy ADM Device has not reported in,,
2017-09-27 18:25:48,Data Source Activity,10.75.102.10, IPS.12 has not reported in,,
2017-09-27 18:25:48,Data Source Activity,10.75.102.10, NSM Sys has not reported in,,
2017-09-27 18:25:48,Data Source Activity,10.75.102.10, NSM has not reported in,,
2017-09-27 18:25:48,Data Source Activity,10.75.102.10, chris epo has not reported in,,
2017-09-27 18:25:48,Data Source Activity,10.75.102.10, epotest has not reported in,,
2017-09-27 18:25:48,Data Source Activity,10.75.102.10, Euphoria has not reported in,,
2017-09-27 18:25:48,Data Source Activity,10.75.102.10, WIN2012R2 has not reported in,,
2017-09-27 18:25:48,ESM Red Flag,10.75.102.10,09/27/2017 18:24:04.000 MC=54-(h-lsi) raid: 0  vol: 0  status: Degraded,,
2017-09-27 18:25:48,ESM Red Flag,10.75.102.10,09/27/2017 18:24:04.000 MC=54-(h-lsi) card: 0  enclosure: 27  slot: 1  status: Failed,,
2017-09-27 18:25:48,ESM Red Flag,10.75.102.10,09/27/2017 18:21:31.000 Events retrieved contained possibly incorrect values: 13709 events with 'Last Time' values more than one hour in the future,,
2017-09-27 18:25:48,ESM Red Flag,10.75.102.10,09/27/2017 18:15:27.000 Events retrieved contained possibly incorrect values: 1219 events with 'Last Time' values more than one hour in the future,,
2017-09-27 18:25:48,ESM Red Flag,10.75.102.10,09/27/2017 18:11:17.000 Events retrieved contained possibly incorrect values: 7298 events with 'Last Time' values more than one hour in the future,,
2017-09-27 18:25:48,ESM Red Flag,10.75.102.10,09/27/2017 18:09:19.000 MC=54-(h-lsi) card: 0  enclosure: 27  slot: 1  status: Failed,,
2017-09-27 18:25:48,ESM Red Flag,10.75.102.10,09/27/2017 18:09:19.000 MC=54-(h-lsi) raid: 0  vol: 0  status: Degraded,,
2017-09-27 18:25:48,ESM Red Flag,10.75.102.10,09/27/2017 18:05:04.000 Events retrieved contained possibly incorrect values: 1226 events with 'Last Time' values more than one hour in the future,,
2017-09-27 18:25:48,ESM Red Flag,10.75.102.10,09/27/2017 18:00:55.000 Events retrieved contained possibly incorrect values: 4015 events with 'Last Time' values more than one hour in the future,,
2017-09-27 18:25:48,ESM Red Flag,10.75.102.10,09/27/2017 17:54:52.000 Events retrieved contained possibly incorrect values: 1354 events with 'Last Time' values more than one hour in the future,,
